title,URL,Congress,chamber,Meeting Date,Committee
"H.R. 4566—Alleviating Stress Test Burdens to Help Investors Act (Rules Committee Print 115-65—Showing the text of H.R. 4566 as ordered reported by the Committee on Financial Services); H.R. 5247—Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act of 2018",/event/115th-congress/house-event/108061,115th,H,2018-03-19T21:00:00Z,House Rules
"Senate Amendment to H.R. 1625—TARGET Act [Consolidated Appropriations Act, 2018] (House Amendment to Senate Amendment to H.R. 1625—Rules Committee Print 115-66—Showing the text of Consolidated Appropriations Act, 2018)",/event/115th-congress/house-event/108070,115th,H,2018-03-22T02:00:00Z,House Rules
H.R. 4790—Volcker Rule Regulatory Harmonization Act (Rules Committee Print 115-67—Showing the text of H.R. 4790 as ordered reported by the Committee on Financial Services),/event/115th-congress/house-event/108087,115th,H,2018-04-10T21:00:00Z,House Rules
H.R. 5192—Protecting Children from Identity Theft Act (Rules Committee Print 115-68—Showing the text of H.R. 5192 as ordered reported by the Committee on Ways and Means); H.R. 5444—Taxpayer First Act; H.R. 5445—21st Century IRS Act,/event/115th-congress/house-event/108187,115th,H,2018-04-16T21:00:00Z,House Rules
"H.R. 4—FAA Reauthorization Act of 2018; H.R. 3144—To provide for operations of the Federal Columbia River Power System pursuant to a certain operation plan for a specified period of time, and for other purposes",/event/115th-congress/house-event/108209,115th,H,2018-04-24T21:00:00Z,House Rules
"H.R. 2152—Citizens' Right to Know Act of 2017; H.R. 5645—Standard Merger and Acquisition Reviews Through Equal Rules Act of 2018; S.J. Res. 57—Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by Bureau of Consumer Financial Protection relating to ""Indirect Auto Lending and Compliance with the Equal Credit Opportunity Act""",/event/115th-congress/house-event/108263,115th,H,2018-05-07T21:00:00Z,House Rules
"H.R. 3053—Nuclear Waste Policy Amendments Act of 2018 (Rules Committee Print 115-69—Based on the text of H.R. 3053 as reported by the Committee on Energy and Commerce, with modifications)",/event/115th-congress/house-event/108279,115th,H,2018-05-08T19:00:00Z,House Rules
H.R. 2—Agriculture and Nutrition Act of 2018 [General Debate]; H.R. 5698—Protect and Serve Act of 2018; S. 2372—Veterans Cemetery Benefit Correction Act,/event/115th-congress/house-event/108316,115th,H,2018-05-15T21:00:00Z,House Rules
H.R. 2—Agriculture and Nutrition Act of 2018 [Amendment Consideration],/event/115th-congress/house-event/108317,115th,H,2018-05-16T19:00:00Z,House Rules
"H.R. 5515—National Defense Authorization Act for Fiscal Year 2019 [General Debate]; S. 2155—Economic Growth, Regulatory Relief, and Consumer Protection Act; S. 204—Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act of 2017",/event/115th-congress/house-event/108361,115th,H,2018-05-21T21:00:00Z,House Rules
H.R. 5515—National Defense Authorization Act for Fiscal Year 2019 [Amendment Consideration],/event/115th-congress/house-event/108362,115th,H,2018-05-22T19:00:00Z,House Rules
"H.R. 5895—Energy and Water Development and Related Agencies Appropriations Act, 2019 [Energy and Water, Legislative Branch, and Military Construction and Veterans Affairs Appropriations Act, 2019] (Showing the text of H.R. 5895, H.R. 5894, and H.R. 5786 as reported by the Committee on Appropriations, as modified.) [General Debate]; H.R. 8—Water Resources Development Act of 2018 (Rules Committee Print 115-72—Showing the text of H.R. 8 as ordered reported by the Committee on Transportation and Infrastructure, with modifications.); Senate Amendment to H.R. 3294—Project Safe Neighborhoods Grant Program Authorization Act of 2018",/event/115th-congress/house-event/108381,115th,H,2018-06-05T21:00:00Z,House Rules
"H.R. 5895—Energy and Water Development and Related Agencies Appropriations Act, 2019 [Energy and Water, Legislative Branch, and Military Construction and Veterans Affairs Appropriations Act, 2019] (Showing the text of H.R. 5895, H.R. 5894, and H.R. 5786 as reported by the Committee on Appropriations, as modified.) [Amendment Consideration]; H.R. 3—Spending Cuts to Expired and Unnecessary Programs Act",/event/115th-congress/house-event/108382,115th,H,2018-06-06T19:00:00Z,House Rules
H.R. 5735—Transitional Housing for Recovery in Viable Environments Demonstration Program Act (Rules Committee Print 115-73—Showing the text of H.R. 5735 as ordered reported by the Committee on Financial Services.); H.R. 2851—Stop the Importation and Trafficking of Synthetic Analogues Act of 2017 (Rules Committee Print 115-74—Showing the text of H.R. 2871 as ordered reported by the Committee on the Judiciary.); H.R. 5788—Securing the International Mail Against Opioids Act of 2018,/event/115th-congress/house-event/108420,115th,H,2018-06-12T21:00:00Z,House Rules
H.R. 6—Substance Use-Disorder Prevention that Promotes Opioid Recovery and Treatment for Patients and Communities Act (Rules Committee Print 115-76—Showing the text of H.R. 6 as introduced.); H.R. 6082—Overdose Prevention and Patient Safety Act (Rules Committee Print 115-75—Showing the text of H.R. 6082 as introduced.); H.R. 5797—Individuals in Medicaid Deserve Care that is Appropriate and Responsible in its Delivery Act,/event/115th-congress/house-event/108461,115th,H,2018-06-19T20:45:00Z,House Rules
H.R. 4760—Securing America's Future Act; H.R. 6136—Border Security and Immigration Reform Act,/event/115th-congress/house-event/108488,115th,H,2018-06-20T19:00:00Z,House Rules
H.R. 4760—Securing America's Future Act (Meeting II),/event/115th-congress/house-event/108493,115th,H,2018-06-21T02:05:00Z,House Rules
"H.R. 200—Strengthening Fishing Communities and Increasing Flexibility in Fisheries Management Act; H.R. 2083—Endangered Salmon and Fisheries Predation Prevention Act (Rules Committee Print 115-79—Based on the text of H.R. 2083, as reported by the Committee on Natural Resources); H.R. 6157—Department of Defense Appropriations Act, 2019 (Rules Committee Print 115-77—Showing the text of the Department of Defense Appropriations Act, 2019 as ordered reported by the Committee on Appropriations) [General Debate]",/event/115th-congress/house-event/108499,115th,H,2018-06-25T21:00:00Z,House Rules
"H.R. 6157—Department of Defense Appropriations Act, 2019 (Rules Committee Print 115-77—Showing the text of the Department of Defense Appropriations Act, 2019 as ordered reported by the Committee on Appropriations) [Amendment Consideration]",/event/115th-congress/house-event/108501,115th,H,2018-06-26T19:00:00Z,House Rules
"H.Res. 970— Insisting that the Department of Justice fully comply with the requests, including subpoenas, of the Permanent Select Committee on Intelligence and the subpoena issued by the Committee on the Judiciary relating to potential violations of the Foreign Intelligence Surveillance Act by personnel of the Department of Justice and related matters.",/event/115th-congress/house-event/108512,115th,H,2018-06-27T19:00:00Z,House Rules
H.R. 50—Unfunded Mandates Information and Transparency Act of 2017; H.R. 3281—Reclamation Title Transfer and Non-Federal Infrastructure Incentivization Act,/event/115th-congress/house-event/108517,115th,H,2018-07-10T21:00:00Z,House Rules
H.R. 6237—Matthew Young Pollard Intelligence Authorization Act for Fiscal Years 2018 and 2019 (Rules Committee Print 115-80—Showing the text of H.R. 6237 as ordered reported by the Permanent Select Committee on Intelligence),/event/115th-congress/house-event/108519,115th,H,2018-07-11T19:00:00Z,House Rules
"H.R. 6147—Department of the Interior, Environment, and Related Agencies Appropriations Act, 2019 [Interior, Environment, Financial Services, and General Government Appropriations Act, 2019](Rules Committee Print 115-81—showing the text of H.R. 6147 and H.R. 6258 as reported by the Committee on Appropriations, as modified)",/event/115th-congress/house-event/108571,115th,H,2018-07-16T21:00:00Z,House Rules
H. Con. Res. 119—Expressing the sense of Congress that a carbon tax would be detrimental to the United States economy,/event/115th-congress/house-event/108574,115th,H,2018-07-17T19:00:00Z,House Rules
"H.R. 184—Protect Medical Innovation Act of 2017; H.R. 6199—Restoring Access to Medication Act of 2018 [Restoring Access to Medication and Modernizing Health Savings Accounts Act of 2018] (Rules Committee Print 115-82—Showing the text of H.R. 6199, H.R. 6301, H.R. 6305, as reported, and H.R. 6312, and H.R. 6317 as reported with modifications; all by the Committee on Ways and Means); H.R. 6311—	Increasing Access to Lower Premium Plans Act of 2018 [Increasing Access to Lower Premium Plans and Expanding Health Savings Accounts Act of 2018] (Rules Committee Print 115-83—Showing the text of H.R. 6311, H.R. 6313 as reported with modifications, and H.R. 6306, H.R. 6309, H.R. 6314 as reported; all by the Committee on Ways and Means; and based on H.R. 5963 as introduced.)",/event/115th-congress/house-event/108615,115th,H,2018-07-23T21:00:00Z,House Rules
Conference report to accompany H.R. 5515—John S. McCain National Defense Authorization Act for Fiscal Year 2019,/event/115th-congress/house-event/108627,115th,H,2018-07-24T19:00:00Z,House Rules
"H. Res. ___—Waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules, and providing for consideration of motions to suspend the rules.",/event/115th-congress/house-event/108629,115th,H,2018-07-25T01:00:00Z,House Rules
H.R. 1635—Empowering Students Through Enhanced Financial Counseling Act; H.R. 4606—Ensuring Small Scale LNG Certainty and Access Act,/event/115th-congress/house-event/108638,115th,H,2018-09-04T21:00:00Z,House Rules
H.R. 6691—Community Safety and Security Act of 2018,/event/115th-congress/house-event/108657,115th,H,2018-09-05T19:00:00Z,House Rules
"H.R. 3798—Save American Workers Act of 2017 (Rules Committee Print 115-84—Showing the text of H.R. 3798 and H.R. 1150, as introduced with modifications, H.R. 6718 as introduced, and H.R. 4616 as reported by the Committee on Ways and Means); Conference report to accompany H.R. 5895—Energy and Water, Legislative Branch, and Military Construction and Veterans Affairs Appropriations Act, 2019",/event/115th-congress/house-event/108683,115th,H,2018-09-12T21:00:00Z,House Rules
SUBCOMMITTEE HEARING:  Members' Day Hearing on Proposed Rules Changes for the 116th Congress,/event/115th-congress/house-event/108671,115th,H,2018-09-13T14:00:00Z,House Rules
"Conference report to accompany H.R. 6157—Department of Defense Appropriations Act, 2019 [Department of Defense and Labor, Health and Human Services, and Education Appropriations Act, 2019 and Continuing Appropriations Act, 2019]; H. Res. 1071—Recognizing that allowing illegal immigrants the right to vote devalues the franchise and diminishes the voting power of United States citizens.",/event/115th-congress/house-event/108734,115th,H,2018-09-25T21:00:00Z,House Rules
H.R. 6756—American Innovation Act of 2018; H.R. 6757—Family Savings Act of 2018; H.R. 6760—Protecting Family and Small Business Tax Cuts Act of 2018,/event/115th-congress/house-event/108735,115th,H,2018-09-26T19:00:00Z,House Rules
H.R. 6784—Manage our Wolves Act,/event/115th-congress/house-event/108758,115th,H,2018-11-13T22:00:00Z,House Rules
"H.R. 88—Shiloh National Military Park Boundary Adjustment and Parker's Crossroads Battlefield Designation Act (Rules Committee Print 115-85——Showing the text of the Retirement, Savings, and Other Tax Relief Act of 2018 and the Taxpayer First Act of 2018.)",/event/115th-congress/house-event/108771,115th,H,2018-11-28T20:00:00Z,House Rules
Conference report to accompany H.R. 2—Agriculture Improvement Act of 2018,/event/115th-congress/house-event/108799,115th,H,2018-12-11T20:00:00Z,House Rules
"Senate amendment to H.R. 88—Shiloh National Military Park Boundary Adjustment and Parker's Crossroads Battlefield Designation Act (Rules Committee Print 115-87——Showing the text of the Retirement, Savings, and Other Tax Relief Act of 2018 and the Taxpayer First Act of 2018.); H. Res. 1181—Waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules, and providing for consideration of motions to suspend the rules.",/event/115th-congress/house-event/108800,115th,H,2018-12-19T22:00:00Z,House Rules
"Senate amendment to H.R. 695—Department of Defense Appropriations Act, 2018 (Further Additional Continuing Appropriations Act, 2019)",/event/115th-congress/house-event/108804,115th,H,2018-12-20T04:00:00Z,House Rules
S. 2322—Codifying Useful Regulatory Definitions Act,/event/115th-congress/house-event/108805,115th,H,2018-12-21T21:00:00Z,House Rules
Committee Organizational Meeting for the 116th Congress,/event/116th-congress/house-event/108806,116th,H,2019-01-08T22:00:00Z,House Rules
"H.R. 264—Financial Services and General Government Appropriations Act, 2019; H.R. 267—Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2019; H.R. 265—Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2019; H.R. 266—Department of the Interior, Environment, and Related Agencies Appropriations Act, 2019",/event/116th-congress/house-event/108807,116th,H,2019-01-08T22:25:00Z,House Rules
"H.R. 268—Supplemental Appropriations Act, 2019",/event/116th-congress/house-event/108808,116th,H,2019-01-15T20:00:00Z,House Rules
"H.J. Res. 28—Further Additional Continuing Appropriations Act, 2019",/event/116th-congress/house-event/108809,116th,H,2019-01-16T20:45:00Z,House Rules
"H.R. 648—Consolidated Appropriations Act, 2019; H.J. Res 31—Making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes",/event/116th-congress/house-event/108811,116th,H,2019-01-22T22:00:00Z,House Rules
H.R. 790—Federal Civilian Workforce Pay Raise Fairness Act of 2019,/event/116th-congress/house-event/108821,116th,H,2019-01-29T20:00:00Z,House Rules
H.R. 840—Veterans’ Access to Child Care Act; H. Res. 86—Providing amounts for the expenses of the Select Committee on the Climate Crisis and the Select Committee on the Modernization of Congress.,/event/116th-congress/house-event/108868,116th,H,2019-02-06T20:00:00Z,House Rules
H.J. Res. 37—Directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress.,/event/116th-congress/house-event/108898,116th,H,2019-02-11T22:00:00Z,House Rules
"Conference Report to accompany H.J. Res. 31—Making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes. [Consolidated Appropriations Act, 2019]",/event/116th-congress/house-event/108924,116th,H,2019-02-14T22:00:00Z,House Rules
"H.R. 8—Bipartisan Background Checks Act of 2019; H.R. 1112—Enhanced Background Checks Act of 2019; H.J. Res. 46—Relating to a national emergency declared by the President on February 15, 2019.",/event/116th-congress/house-event/108971,116th,H,2019-02-25T22:00:00Z,House Rules
H.R. 1—For the People Act of 2019,/event/116th-congress/house-event/109037,116th,H,2019-03-05T22:00:00Z,House Rules
H. Con. Res. 24—Expressing the sense of Congress that the report of Special Counsel Mueller should be made available to the public and to Congress.,/event/116th-congress/house-event/109097,116th,H,2019-03-11T21:00:00Z,House Rules
H.R. 7—Paycheck Fairness Act; H. Res. 124—Expressing opposition to banning service in the Armed Forces by openly transgender individuals.,/event/116th-congress/house-event/109179,116th,H,2019-03-25T21:00:00Z,House Rules
H.R. 1585—Violence Against Women Reauthorization Act of 2019; S.J. Res. 7—To direct the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress; H. Res. 271—Condemning the Trump Administration’s Legal Campaign to Take Away Americans’ Health Care.,/event/116th-congress/house-event/109246,116th,H,2019-04-01T21:00:00Z,House Rules
H.R. 1644—Save the Internet Act of 2019; H.R. 2021—Investing for the People Act of 2019,/event/116th-congress/house-event/109301,116th,H,2019-04-08T21:00:00Z,House Rules
H.R. 9—Climate Action Now Act,/event/116th-congress/house-event/109367,116th,H,2019-04-29T21:00:00Z,House Rules
H.R. 1384 — Medicare for All Act of 2019,/event/116th-congress/house-event/109356,116th,H,2019-04-30T14:00:00Z,House Rules
"H.R. 2157—Supplemental Appropriations Act, 2019; H.R. 986—Protecting Americans with Preexisting Conditions Act of 2019",/event/116th-congress/house-event/109437,116th,H,2019-05-07T21:00:00Z,House Rules
H.R. 5—Equality Act; H.R. 312—Mashpee Wampanoag Tribe Reservation Reaffirmation Act; H.R. 987—Strengthening Health Care and Lowering Prescription Drug Costs Act,/event/116th-congress/house-event/109492,116th,H,2019-05-14T20:30:00Z,House Rules
H.R. 1500—Consumers First Act; H.R. 1994—Setting Every Community Up for Retirement Enhancement Act of 2019,/event/116th-congress/house-event/109541,116th,H,2019-05-20T21:00:00Z,House Rules
H.R. 6—American Dream and Promise Act of 2019,/event/116th-congress/house-event/109594,116th,H,2019-06-03T21:00:00Z,House Rules
"H. Res. 430—Authorizing the Committee on the Judiciary to initiate or intervene in judicial proceedings to enforce certain subpoenas and for other purposes.; H.R. 2740—Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2020 [Labor, Health and Human Services, Education, Legislative Branch, Defense, State, Foreign Operations, and Energy and Water Development Appropriations Act, 2020]",/event/116th-congress/house-event/109636,116th,H,2019-06-10T21:00:00Z,House Rules
"H.R. 3055—Commerce, Justice, Science, and Related Agencies Appropriations Act, 2020 [Commerce, Justice, Science, Agriculture, Rural Development, Food and Drug Administration, Interior, Environment, Military Construction, Veterans Affairs, Transportation, and Housing and Urban Development Appropriations Act, 2020]",/event/116th-congress/house-event/109681,116th,H,2019-06-18T21:00:00Z,House Rules
"H.R. 3351—Financial Services and General Government Appropriations Act, 2020; H.R. 2722—Securing America’s Federal Elections Act; H.R. 3401—Emergency Supplemental Appropriations for Humanitarian Assistance and Security at the Southern Border Act, 2019",/event/116th-congress/house-event/109722,116th,H,2019-06-24T21:00:00Z,House Rules
"Senate amendment to H.R. 3401—Emergency Supplemental Appropriations for Humanitarian Assistance and Security at the Southern Border Act, 2019",/event/116th-congress/house-event/109737,116th,H,2019-06-27T12:00:00Z,House Rules
H.R. 2500—National Defense Authorization Act for Fiscal Year 2020,/event/116th-congress/house-event/109769,116th,H,2019-07-09T21:00:00Z,House Rules
"H.R. 3494 — Damon Paul Nelson and Matthew Young Pollard Intelligence Authorization Act for Fiscal Year 2020; H.R. 582 — Raise the Wage Act; H. Res. ___ (H. Rept. 116-125) — Resolution Recommending that the House of Representatives find William P. Barr, Attorney General of the United States, and Wilbur L. Ross, Jr., Secretary of Commerce, in Contempt of Congress for Refusal to Comply with Subpoenas Duly Issued by the Committee on Oversight and Reform; H. Res. 489—Condemning President Trump’s racist comments directed at Members of Congress",/event/116th-congress/house-event/109811,116th,H,2019-07-15T21:00:00Z,House Rules
H.R. 397—Rehabilitation for Multiemployer Pensions Act of 2019; H.R. 3239—Humanitarian Standards for Individuals in Customs and Border Protection Custody Act,/event/116th-congress/house-event/109862,116th,H,2019-07-23T21:00:00Z,House Rules
H.R. 2203—Homeland Security Improvement Act; H.R. 3877—Bipartisan Budget Act of 2019; H.R. 549—Venezuela TPS Act of 2019,/event/116th-congress/house-event/109865,116th,H,2019-07-24T19:00:00Z,House Rules
H.R. 205 — Protecting and Securing Florida's Coastline Act of 2019; H.R. 1146 — Arctic Cultural and Coastal Plain Protection Act; H.R. 1941 — Coastal and Marine Economies Protection Act,/event/116th-congress/house-event/109913,116th,H,2019-09-09T21:00:00Z,House Rules
"H.R. 1423—Forced Arbitration Injustice Repeal Act; H.R. ___—Making continuing appropriations for fiscal year 2020, and for other purposes.",/event/116th-congress/house-event/109963,116th,H,2019-09-17T21:00:00Z,House Rules
"H.R. 4378—Making continuing appropriations for fiscal year 2020, and for other purposes.",/event/116th-congress/house-event/110010,116th,H,2019-09-19T13:30:00Z,House Rules
Building Resilient Communities for America’s Future,/event/116th-congress/house-event/109986,116th,H,2019-09-24T18:45:00Z,House Rules
"H.R. 2203—Homeland Security Improvement Act; H.R. 3525—U.S. Border Patrol Medical Screening Standards Act; H. Res. 576—Expressing the sense of the House of Representatives with respect to the whistleblower complaint of August 12, 2019, made to the Inspector General of the Intelligence Community.",/event/116th-congress/house-event/110033,116th,H,2019-09-24T21:00:00Z,House Rules
"S.J. Res. 54—Relating to a national emergency declared by the President on February 15, 2019.",/event/116th-congress/house-event/110051,116th,H,2019-09-25T21:45:00Z,House Rules
H.R. 1815—SEC Disclosure Effectiveness Testing Act; H.R. 3624—Outsourcing Accountability Act of 2019,/event/116th-congress/house-event/110090,116th,H,2019-10-15T21:00:00Z,House Rules
H.R. 2513—Corporate Transparency Act of 2019,/event/116th-congress/house-event/110135,116th,H,2019-10-21T21:00:00Z,House Rules
"H.R. 4617—SHIELD Act; H. Res. ___—Opposing President Trump’s decision to hold the 2020 G7 Summit at his Trump National Doral golf resort, and rejecting his practice of accepting foreign government Emoluments without obtaining Congress’ affirmative consent, and for other purposes.",/event/116th-congress/house-event/110139,116th,H,2019-10-22T19:00:00Z,House Rules
H.R. 4695 — Protect Against Conflict by Turkey Act; H. Res. 296 — Affirming the United States record on the Armenian Genocide.; H.R. 823 — Colorado Outdoor Recreation and Economy Act; H.R. 1373 — Grand Canyon Centennial Protection Act; H.R. 2181 — Chaco Cultural Heritage Area Protection Act of 2019,/event/116th-congress/house-event/110167,116th,H,2019-10-28T21:00:00Z,House Rules
"H. Res. 660—Directing certain committees to continue their ongoing investigations as part of the existing House of Representatives inquiry into whether sufficient grounds exist for the House of Representatives to exercise its Constitutional power to impeach Donald John Trump, President of the United States of America, and for other purposes. [Original Jurisdiction Markup]",/event/116th-congress/house-event/110177,116th,H,2019-10-30T19:00:00Z,House Rules
H.R. 4863—United States Export Finance Agency Act of 2019,/event/116th-congress/house-event/110209,116th,H,2019-11-12T22:00:00Z,House Rules
"Senate Amendment to H.R. 3055—Commerce, Justice, Science, Agriculture, Rural Development, Food and Drug Administration, Interior, Environment, Transportation, and Housing and Urban Development Appropriations Act, 2020 [Further Continuing Appropriations Act, 2020, and Further Health Extenders Act of 2019]",/event/116th-congress/house-event/110265,116th,H,2019-11-18T22:00:00Z,House Rules
H.R. 1309—Workplace Violence Prevention for Health Care and Social Service Workers Act,/event/116th-congress/house-event/110255,116th,H,2019-11-19T20:00:00Z,House Rules
H.R. 2534—Insider Trading Prohibition Act; H. Res. 326—Expressing the sense of the House of Representatives regarding United States efforts to resolve the Israeli-Palestinian conflict through a negotiated two-state solution.,/event/116th-congress/house-event/110293,116th,H,2019-12-03T22:00:00Z,House Rules
H.R. 4—Voting Rights Advancement Act of 2019,/event/116th-congress/house-event/110297,116th,H,2019-12-04T22:00:00Z,House Rules
H.R. 729—Tribal Coastal Resiliency Act [Coastal and Great Lakes Communities Enhancement Act],/event/116th-congress/house-event/110322,116th,H,2019-12-09T22:00:00Z,House Rules
H.R. 3—Lower Drug Costs Now Act of 2019; H.R. 5038—Farm Workforce Modernization Act of 2019,/event/116th-congress/house-event/110325,116th,H,2019-12-10T20:00:00Z,House Rules
Solving an Epidemic: Addressing human trafficking around major events like the Super Bowl and the need for cross-jurisdictional solutions,/event/116th-congress/house-event/110314,116th,H,2019-12-11T15:30:00Z,House Rules
"H.R. 5377—Restoring Tax Fairness for States and Localities Act; Senate Amendment to H.R. 1158—DHS Cyber Hunt and Incident Response Teams Act of 2019 [Consolidated Appropriations Act, 2020]; Senate Amendment to H.R. 1865—National Law Enforcement Museum Commemorative Coin Act [Further Consolidated Appropriations Act, 2020]",/event/116th-congress/house-event/110336,116th,H,2019-12-16T22:00:00Z,House Rules
"H. Res. 755—Impeaching Donald John Trump, President of the United States, for high crimes and misdemeanors.",/event/116th-congress/house-event/110339,116th,H,2019-12-17T16:00:00Z,House Rules
H.R. 535—PFAS Action Act of 2019,/event/116th-congress/house-event/110352,116th,H,2020-01-07T22:00:00Z,House Rules
H. Con. Res. 83—Directing the President pursuant to section 5(c) of the War Powers Resolution to terminate the use of United States Armed Forces to engage in hostilities in or against Iran.,/event/116th-congress/house-event/110379,116th,H,2020-01-08T21:45:00Z,House Rules
"H.R. 1230—Protecting Older Workers Against Discrimination Act; H.J. Res. 76—Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to ""Borrower Defense Institutional Accountability"".",/event/116th-congress/house-event/110384,116th,H,2020-01-13T22:00:00Z,House Rules
H.R. 3621—Student Borrower Credit Improvement Act [Comprehensive CREDIT Act of 2020]; Senate amendment to H.R. 550—Merchant Mariners of World War II Congressional Gold Medal Act of 2019 [No War Against Iran Act; To repeal the Authorization for Use of Military Force Against Iraq Resolution of 2002],/event/116th-congress/house-event/110421,116th,H,2020-01-27T22:00:00Z,House Rules
"H.R. 2474—Protecting the Right to Organize Act of 2019; H.R. 5687—Emergency Supplemental Appropriations for Disaster Relief and Puerto Rico Disaster Tax Relief Act, 2020; H. Res. 826—Expressing disapproval of the Trump administration’s harmful actions towards Medicaid.",/event/116th-congress/house-event/110474,116th,H,2020-02-05T20:00:00Z,House Rules
H.R. 2546—Colorado Wilderness Act of 2019 [Protecting America’s Wilderness Act]; H.J. Res. 79—Removing the deadline for the ratification of the equal rights amendment.,/event/116th-congress/house-event/110506,116th,H,2020-02-10T22:00:00Z,House Rules
H.R. 2339—Reversing the Youth Tobacco Epidemic Act of 2019 [Protecting American Lungs and Reversing the Youth Tobacco Epidemic Act of 2020],/event/116th-congress/house-event/110594,116th,H,2020-02-26T21:00:00Z,House Rules
H.R. 1140—Rights for Transportation Security Officers Act of 2020,/event/116th-congress/house-event/110642,116th,H,2020-03-02T22:00:00Z,House Rules
Article I: Constitutional Perspectives on the Responsibility and Authority of the Legislative Branch,/event/116th-congress/house-event/110603,116th,H,2020-03-03T15:00:00Z,House Rules
Senate Amendment to H.R. 2486 – FUTURE Act [NO BAN Act; Access to Counsel Act of 2020]; S.J. Res. 68 —To direct the removal of United States Armed Forces from hostilities against the Islamic Republic of Iran that have not been authorized by Congress.; H.R. 6172—USA FREEDOM Reauthorization Act of 2020,/event/116th-congress/house-event/110717,116th,H,2020-03-09T21:00:00Z,House Rules
H.R. 6201—Families First Coronavirus Response Act,/event/116th-congress/house-event/110734,116th,H,2020-03-12T03:15:00Z,House Rules
"H. Res. ___—Authorizing remote voting by proxy in the House of Representatives and providing for official remote committee proceedings during a designated pandemic emergency, and for other purposes. [Original Jurisdiction Hearing and Markup, Rule]",/event/116th-congress/house-event/110736,116th,H,2020-04-22T21:00:00Z,House Rules
H. Res. 935 - Establishing a Select Subcommittee on the Coronavirus Crisis as a select investigative subcommittee of the Committee on Oversight and Reform.,/event/116th-congress/house-event/110738,116th,H,2020-04-22T21:30:00Z,House Rules
"H. Res. 965—Authorizing remote voting by proxy in the House of Representatives and providing for official remote committee proceedings during a public health emergency due to a novel coronavirus, and for other purposes.  [Original Jurisdiction Hearing and Markup, Rule]; H.R. 6800—The Heroes Act [Rule]",/event/116th-congress/house-event/110750,116th,H,2020-05-14T15:00:00Z,House Rules
Senate Amendments to H.R. 6172–USA FREEDOM Reauthorization Act of 2020,/event/116th-congress/house-event/110761,116th,H,2020-05-27T13:00:00Z,House Rules
"H.R. 7120—George Floyd Justice in Policing Act of 2020; H.R. 1425—State Health Care Premium Reduction Act [Patient Protection and Affordable Care Enhancement Act]; H.R. 51—Washington, D.C. Admission Act; H.R. 5332—Protecting Your Credit Score Act of 2019; H.J. Res. 90—Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Office of the Comptroller of the Currency relating to ""Community Reinvestment Act Regulations"".; H.R. 7301—Emergency Housing Protections and Relief Act of 2020",/event/116th-congress/house-event/110834,116th,H,2020-06-24T15:00:00Z,House Rules
H.R. 2—INVEST in America Act [Moving Forward Act],/event/116th-congress/house-event/110850,116th,H,2020-06-29T17:00:00Z,House Rules
Senate Amendment to H.R. 1957—Great American Outdoors Act; H.R. 6395—William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021; H.R. 7027—Child Care Is Essential Act; H.R. 7327—Child Care for Economic Recovery Act,/event/116th-congress/house-event/110915,116th,H,2020-07-17T15:00:00Z,House Rules
"H.R. 7608—Department of State, Foreign Operations, and Related Programs Appropriations Act, 2021 [State, Foreign Operations, Agriculture, Rural Development, Interior, Environment, Military Construction, and Veterans Affairs Appropriations Act, 2021]",/event/116th-congress/house-event/110935,116th,H,2020-07-22T18:00:00Z,House Rules
"H.R. 7617—Department of Defense Appropriations Act, 2021 [Defense, Commerce, Justice, Science, Energy and Water Development, Financial Services and General Government, Homeland Security, Labor, Health and Human Services, Education, Transportation, Housing, and Urban Development Appropriations Act, 2021]",/event/116th-congress/house-event/110954,116th,H,2020-07-28T15:00:00Z,House Rules
Adoption of Committee Rules and Approval of Authorization and Oversight Plan,/event/115th-congress/house-event/105531,115th,H,2017-02-07T15:00:00Z,"House Science, Space, and Technology"
Making EPA Great Again,/event/115th-congress/house-event/105532,115th,H,2017-02-07T16:00:00Z,"House Science, Space, and Technology"
Strengthening U.S. Cybersecurity Capabilities,/event/115th-congress/house-event/105554,115th,H,2017-02-14T15:00:00Z,"House Science, Space, and Technology"
Risky Business: The DOE Loan Guarantee Program,/event/115th-congress/house-event/105566,115th,H,2017-02-15T15:00:00Z,"House Science, Space, and Technology"
